Domain,Canonical,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HSTS,HSTS Header,HSTS Max Age,HSTS All Subdomains,HSTS Preload Ready,Broken Root,Broken WWW
frc.gov,http://frc.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
frcc.gov,http://frcc.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
freecreditreport.gov,http://www.freecreditreport.gov,True,True,http://www.consumer.ftc.gov/articles/0155-free-credit-reports,False,False,False,False,False,False,False,,,False,False,False,False
frpp-pa.gov,http://frpp-pa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
frs.gov,http://frs.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
frtib.gov,http://frtib.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
frtibtest.gov,http://frtibtest.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
frtr.gov,http://frtr.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
fruitsandveggiesmatter.gov,http://www.fruitsandveggiesmatter.gov,True,True,http://www.cdc.gov/nutrition/everyone/fruitsvegetables/index.html,False,False,False,False,False,False,False,,,False,False,True,False
fs.fed.us,http://fs.fed.us,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
fsafeds.gov,http://www.fsafeds.gov,True,True,https://www.fsafeds.com/,False,False,False,False,False,False,False,,,False,False,True,False
fsapubs.gov,http://www.fsapubs.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
fsd.gov,https://www.fsd.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False
fsgb.gov,http://www.fsgb.gov,True,False,,True,False,False,False,False,False,False,,,False,False,True,False
fsoc.gov,http://www.fsoc.gov,True,True,http://www.treasury.gov/initiatives/fsoc/pages/home.aspx,False,False,False,False,False,True,False,,,False,False,False,False
fsrs.gov,https://www.fsrs.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
fswg.gov,http://www.fswg.gov,True,True,http://www.foodsafetyworkinggroup.gov/home.htm,False,False,False,False,False,True,False,,,False,False,False,False
ftc.gov,https://www.ftc.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
ftccomplaintassistant.gov,https://ftccomplaintassistant.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False
ftcefile.gov,https://ftcefile.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
fttesttwai.gov,https://www.fttesttwai.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False
fueleconomy.gov,http://fueleconomy.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
fvap.gov,http://www.fvap.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
fws.gov,http://www.fws.gov,True,False,,True,False,False,False,False,False,False,max-age=0,0,False,False,False,False
g5.gov,https://www.g5.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
gao.gov,http://gao.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False
gaonet.gov,http://gaonet.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False
gcdamp.gov,http://www.gcdamp.gov,True,False,,False,False,False,False,False,True,False,,,False,False,True,False
gcmrc.gov,http://www.gcmrc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
genbank.gov,http://www.genbank.gov,True,True,http://misuse.ncbi.nlm.nih.gov/error/abuse.shtml,False,False,False,False,False,True,False,,,False,False,False,False
genome.gov,http://www.genome.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
geocommunicator.gov,http://www.geocommunicator.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
geomac.gov,http://www.geomac.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
geoplatform.gov,http://geoplatform.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
georgewbushlibrary.gov,http://www.georgewbushlibrary.gov,True,True,http://www.georgewbushlibrary.smu.edu/,False,False,False,False,False,False,False,,,False,False,False,False
getinvolved.gov,http://www.getinvolved.gov,True,True,http://www.nationalservice.gov/programs/senior-corps,False,False,False,False,False,False,False,,,False,False,False,False
getsmartaboutdrugs.gov,http://www.getsmartaboutdrugs.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
getyouhome.gov,http://getyouhome.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
ghi.gov,http://ghi.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
ginniemae.gov,http://www.ginniemae.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
girlshealth.gov,http://girlshealth.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
globalchange.gov,http://www.globalchange.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
globalentry.gov,http://www.globalentry.gov,True,True,http://www.cbp.gov/global-entry/about,False,False,False,False,False,True,False,,,False,False,False,False
globalhealth.gov,http://www.globalhealth.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
globe.gov,http://www.globe.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
gobierno.gov,http://www.gobierno.gov,True,True,http://www.usa.gov/gobiernousa/,False,False,False,False,False,True,False,,,False,False,False,False
gobiernousa.gov,http://www.gobiernousa.gov,True,True,http://www.usa.gov/gobiernousa/,False,False,False,False,False,True,False,,,False,False,False,False
godirect.gov,https://www.godirect.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
goes-r.gov,http://www.goes-r.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
golearn.gov,http://golearn.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
gop.gov,http://www.gop.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
gopconference.gov,http://www.gopconference.gov,True,True,,False,False,False,False,False,True,False,,,False,False,False,False
gopleader.gov,http://www.gopleader.gov,True,True,http://www.majorityleader.gov/,False,False,False,False,False,True,False,,,False,False,False,False
govbenefits.gov,http://www.govbenefits.gov,True,True,http://www.benefits.gov/,False,False,False,False,False,True,False,,,False,False,False,False
governmentjobs.gov,http://www.governmentjobs.gov,True,True,,False,False,False,False,False,True,False,,,False,False,False,False
govinfo.gov,http://govinfo.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
govloans.gov,http://www.govloans.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
govsales.gov,http://www.govsales.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
gpo.gov,http://gpo.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
gpoaccess.gov,http://gpoaccess.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
gps.gov,http://www.gps.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
grants.gov,http://www.grants.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
grantsolutions.gov,https://grantsolutions.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
green.gov,http://www.green.gov,True,True,https://www.whitehouse.gov/greengov/,False,False,False,False,False,True,False,,,False,False,False,False
greengov.gov,http://greengov.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
gsa.gov,http://www.gsa.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
gsaadvantage.gov,https://gsaadvantage.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
gsaauctions.gov,http://www.gsaauctions.gov,True,False,,False,False,True,False,False,True,False,,,False,False,False,False
gsadvantage.gov,http://www.gsadvantage.gov,True,False,,False,False,False,True,False,True,False,,,False,False,True,False
gsaig.gov,https://www.gsaig.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False
gsaxcess.gov,http://gsaxcess.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
guideline.gov,http://www.guideline.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
guidelines.gov,http://www.guidelines.gov,True,True,http://www.guideline.gov/,False,False,False,False,False,True,False,,,False,False,False,False
gwa.gov,https://www.gwa.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
hanford.gov,http://www.hanford.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
harp.gov,http://harp.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
hc.gov,http://hc.gov,True,True,https://www.healthcare.gov/,False,False,False,False,False,True,False,,,False,False,False,True
hcqualitycommission.gov,http://www.hcqualitycommission.gov,True,True,http://archive.ahrq.gov/hcqual/,False,False,False,False,False,True,False,,,False,False,False,False
health.gov,http://health.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
healthcare.gov,https://www.healthcare.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;preload,31536000,False,False,False,False
healthdata.gov,http://www.healthdata.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
healthfinder.gov,http://healthfinder.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
healthindicators.gov,http://www.healthindicators.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
healthit.gov,http://healthit.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
healthreform.gov,http://healthreform.gov,True,True,https://web.archive.org/web/20130725132941/http:/www.healthreform.gov/,False,False,False,False,False,False,False,,,False,False,False,True
healthypeople.gov,http://www.healthypeople.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
hearttruth.gov,http://www.hearttruth.gov,True,True,http://www.nhlbi.nih.gov/health/educational/hearttruth/,False,False,False,False,False,True,False,,,False,False,False,False
helpingamericasyouth.gov,http://www.helpingamericasyouth.gov,True,True,http://youth.gov/,False,False,False,False,False,False,False,,,False,False,False,False
helpwithmybank.gov,http://helpwithmybank.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
helpwithmycheckingaccount.gov,http://helpwithmycheckingaccount.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
helpwithmycreditcard.gov,http://helpwithmycreditcard.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
helpwithmycreditcardbank.gov,http://helpwithmycreditcardbank.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
helpwithmymortgage.gov,http://helpwithmymortgage.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
helpwithmymortgagebank.gov,http://helpwithmymortgagebank.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
heritageabroad.gov,http://heritageabroad.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
hhs.gov,http://www.hhs.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
hhsoig.gov,http://www.hhsoig.gov,True,True,,False,False,False,False,True,True,False,,,False,False,False,False
hhsops.gov,http://hhsops.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
highperformancebuildings.gov,http://www.highperformancebuildings.gov,True,True,http://energy.gov/node/772861,False,False,False,False,False,True,False,,,False,False,False,False
hill.gov,http://www.hill.gov,True,True,http://www.loc.gov/,False,False,False,False,False,True,False,,,False,False,False,False
hispanicfarmerclaims.gov,https://www.hispanicfarmerclaims.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False
hispanicheritagemonth.gov,http://hispanicheritagemonth.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
history.gov,http://history.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
hiv.gov,http://hiv.gov,True,False,,True,False,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False
homeenergyscore.gov,http://www.homeenergyscore.gov,True,True,http://energy.gov/eere/buildings/home-energy-score,False,False,False,False,False,True,False,,,False,False,False,False
homelandsecurity.gov,http://www.homelandsecurity.gov,True,True,http://www.dhs.gov/,False,False,False,False,False,True,False,,,False,False,False,False
homesales.gov,http://homesales.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True
house.gov,http://www.house.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
housecalendar.gov,http://www.housecalendar.gov,True,True,http://www.gpo.gov/fdsys/browse/collection.action?collectioncode=ccal,False,False,False,False,False,False,False,,,False,False,False,False
housecommunications.gov,http://www.housecommunications.gov,True,True,,False,False,False,False,False,True,False,,,False,False,False,False
housedemocrats.gov,http://www.housedemocrats.gov,True,True,http://www.dems.gov/,False,False,False,False,False,True,False,,,False,False,False,False
housedems.gov,http://www.housedems.gov,True,True,http://www.dems.gov/,False,False,False,False,False,True,False,,,False,False,False,False
houselive.gov,http://houselive.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
housenewsletters.gov,http://housenewsletters.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
howto.gov,http://www.howto.gov,True,True,http://www.digitalgov.gov/about/lost-and-found-mapping-page/,True,False,False,False,False,False,False,,,False,False,False,False
hrsa.gov,http://hrsa.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
hru.gov,https://hru.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
hsa.gov,http://hsa.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
hsr.gov,https://hsr.gov,True,False,,True,True,False,True,False,False,True,max-age=10886400; includeSubDomains; preload,10886400,True,True,False,False
hud.gov,http://hud.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
hudoig.gov,https://www.hudoig.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False
humanities.gov,http://www.humanities.gov,True,True,,False,False,False,False,True,True,False,,,False,False,False,False
humanrights.gov,http://www.humanrights.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
hurricanes.gov,http://www.hurricanes.gov,True,True,http://www.nhc.noaa.gov/,False,False,False,False,False,False,False,,,False,False,False,False
hydrogen.gov,http://hydrogen.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
iab.gov,https://iab.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
iad.gov,https://www.iad.gov,True,False,,False,True,False,True,True,False,False,,,False,False,True,False
iaf.gov,http://www.iaf.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
iarpa-ideas.gov,http://iarpa-ideas.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
iarpa.gov,http://www.iarpa.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
iat.gov,http://www.iat.gov,True,False,,False,False,False,False,True,False,False,,,False,False,True,False
iawg.gov,https://www.iawg.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
ibb.gov,http://www.ibb.gov,True,True,http://www.bbg.gov/,False,False,False,False,False,True,False,,,False,False,False,False
ibwc.gov,http://ibwc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
ic.gov,http://ic.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
ic3.gov,http://www.ic3.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
icass.gov,https://www.icass.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False
icbemp.gov,http://icbemp.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
ice.gov,http://www.ice.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
ich.gov,http://www.ich.gov,True,True,,False,False,False,False,False,False,False,,,False,False,False,False
icjointduty.gov,http://icjointduty.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
identitytheft.gov,https://www.identitytheft.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
idmanagement.gov,http://idmanagement.gov,True,False,,False,False,True,False,False,True,False,,,False,False,False,False
idtheft.gov,http://www.idtheft.gov,True,True,https://www.identitytheft.gov/,True,False,False,False,False,False,False,,,False,False,False,False
iedison.gov,http://www.iedison.gov,True,True,https://public.era.nih.gov/iedison/public/login.do?type=33554433&realmoid=06-dc4d00e8-1464-45e1-937f-0525407c30fd&guid=&smauthreason=0&method=get&smagentname=-sm-938pymolvb4vrdexo04lzudvdvc%2b3899byineajusuvwnigfb2zrpwicivygcogg&target=-sm-http%3a%2f%2fpublic%2eera%2enih%2egov%2fiedison,False,False,False,False,False,True,False,,,False,False,False,False
ignet.gov,https://www.ignet.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False
ihs.gov,http://www.ihs.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
iiog.gov,http://iiog.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False
imls.gov,http://www.imls.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
indianaffairs.gov,http://indianaffairs.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
inel.gov,http://www.inel.gov,True,False,,False,False,False,True,False,True,False,,,False,False,True,False
info.gov,http://www.info.gov,True,True,http://www.usa.gov/directory/federal/index.shtml,False,False,False,False,False,True,False,,,False,False,False,False
inl.gov,https://inl.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
insurekidsnow.gov,http://insurekidsnow.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
integrity.gov,https://www.integrity.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
intelink.gov,http://www.intelink.gov,True,False,,True,False,False,True,False,False,False,,,False,False,True,False
intelligence.gov,http://intelligence.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
interior.gov,http://www.interior.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
interpol.gov,http://www.interpol.gov,True,True,http://www.justice.gov/interpol-washington,False,False,False,False,False,False,False,,,False,False,False,False
invasivespecies.gov,http://invasivespecies.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
invasivespeciesinfo.gov,http://www.invasivespeciesinfo.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
investor.gov,http://investor.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
ioss.gov,https://www.ioss.gov,True,False,,False,True,False,True,True,False,False,,,False,False,True,False
ipac.gov,https://www.ipac.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
ipcc-wg2.gov,http://ipcc-wg2.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
ipm.gov,http://www.ipm.gov,True,True,http://www.ipmcenters.org/,False,False,False,False,False,True,False,,,False,False,False,False
ipp.gov,http://www.ipp.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
iprcenter.gov,https://www.iprcenter.gov,True,False,,True,True,False,False,False,False,False,max-age=0; preload,0,False,False,False,False
irs.gov,http://www.irs.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
irsauctions.gov,http://www.irsauctions.gov,True,True,http://www.treasury.gov/auctions/irs/index.html,False,False,False,False,False,True,False,,,False,False,False,False
irsnet.gov,http://irsnet.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
irssales.gov,http://www.irssales.gov,True,True,http://www.treasury.gov/auctions/irs/index.html,False,False,False,False,False,True,False,,,False,False,False,False
irsvideos.gov,http://www.irsvideos.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
iscience.gov,http://iscience.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
ise.gov,http://ise.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
isitdoneyet.gov,http://www.isitdoneyet.gov,True,True,http://www.fsis.usda.gov/wps/portal/fsis/topics/food-safety-education/teach-others/fsis-educational-campaigns/is-it-done-yet,False,False,False,False,False,True,False,,,False,False,False,False
isotope.gov,https://isotope.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
isotopes.gov,https://isotopes.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
istac.gov,http://istac.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
italladdsup.gov,http://www.italladdsup.gov,True,False,,False,False,False,False,True,True,False,,,False,False,True,False
itap.gov,http://www.itap.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
itc.gov,http://itc.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
itdashboard.gov,https://itdashboard.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False
itds.gov,http://itds.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
itis.gov,http://www.itis.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
itrd.gov,http://www.itrd.gov,True,True,https://www.nitrd.gov/,False,False,False,True,False,True,False,,,False,False,False,False
its.gov,https://www.its.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
jamesmadison.gov,http://www.jamesmadison.gov,True,False,,False,False,False,False,False,True,False,includeSubDomains,,False,False,False,False
jccbi.gov,http://jccbi.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
jccs.gov,http://www.jccs.gov,True,False,,False,False,False,True,True,False,False,,,False,False,True,False
jct.gov,https://www.jct.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False
jem.gov,http://jem.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
jewishheritage.gov,http://jewishheritage.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
jewishheritagemonth.gov,http://jewishheritagemonth.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
jimmycarterlibrary.gov,http://www.jimmycarterlibrary.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
jmc.gov,http://jmc.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
jobcenter.gov,http://www.jobcenter.gov,True,True,http://jobcenter.usa.gov/,False,False,False,False,False,False,False,,,False,False,False,False
jobcorps.gov,http://jobcorps.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
joiningforces.gov,http://www.joiningforces.gov,True,True,https://www.whitehouse.gov/joiningforces,True,False,False,False,False,False,False,,,False,False,False,False
judicialconference.gov,http://www.judicialconference.gov,True,True,http://www.uscourts.gov/about-federal-courts/governance-judicial-conference,False,False,False,False,False,True,False,,,False,False,True,False
juniorforestranger.gov,http://juniorforestranger.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
jusfc.gov,http://www.jusfc.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
justice.gov,http://www.justice.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
justthinktwice.gov,http://www.justthinktwice.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
juvenilecouncil.gov,http://juvenilecouncil.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
jwod.gov,http://jwod.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
kapl.gov,http://kapl.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
kids.gov,http://www.kids.gov,True,True,https://kids.usa.gov/,False,False,False,False,False,True,False,,,False,False,False,False
klamathrestoration.gov,http://klamathrestoration.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False
labor.gov,http://www.labor.gov,True,True,,False,False,False,False,False,True,False,,,False,False,False,False
lacoast.gov,http://www.lacoast.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
landfire.gov,http://landfire.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
landimaging.gov,http://www.landimaging.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
lanl.gov,http://lanl.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
lasegundacosa.gov,http://lasegundacosa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
latinofarmerclaims.gov,https://www.latinofarmerclaims.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False
law.gov,http://www.law.gov,True,True,http://www.loc.gov/law/,False,False,False,False,False,True,False,,,False,False,False,False
lbl.gov,http://www.lbl.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
lca.gov,http://lca.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
lcacommons.gov,http://www.lcacommons.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
lcrmscp.gov,http://www.lcrmscp.gov,True,False,,False,False,False,False,False,True,False,,,False,False,True,False
lctl.gov,http://lctl.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
learnandserve.gov,http://www.learnandserve.gov,True,True,http://www.nationalservice.gov/,False,False,False,False,False,False,False,,,False,False,False,False
learnperformance.gov,https://www.learnperformance.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False
legislative.gov,http://www.legislative.gov,True,True,https://www.congress.gov/,False,False,False,False,False,True,False,,,False,False,False,False
legislativebranch.gov,http://www.legislativebranch.gov,True,True,https://www.congress.gov/,False,False,False,False,False,True,False,,,False,False,False,False
lep.gov,http://www.lep.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
letsmove.gov,http://www.letsmove.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
library-of-congress.gov,http://www.library-of-congress.gov,True,True,http://www.loc.gov/,False,False,False,False,False,True,False,,,False,False,False,False
libraryofcongress.gov,http://www.libraryofcongress.gov,True,True,http://www.loc.gov/,False,False,False,False,False,True,False,,,False,False,False,False
lifeline.gov,http://www.lifeline.gov,True,True,https://www.fcc.gov/lifeline,False,False,False,False,False,False,False,,,False,False,False,False
lis.gov,http://www.lis.gov,True,True,https://www.congress.gov/,True,False,True,False,False,False,False,,,False,False,False,False
listenstoyou.gov,http://listenstoyou.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
listo.gov,http://www.listo.gov,True,True,http://www.ready.gov/es,False,False,True,False,False,True,False,,,False,False,False,False
literacy.gov,http://www.literacy.gov,True,True,http://read.gov/,False,False,False,False,False,True,False,,,False,False,False,False
llis.gov,http://www.llis.gov,True,True,https://www.llis.dhs.gov/,True,False,False,False,False,False,False,,,False,False,False,False
llnl.gov,https://www.llnl.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
lmrcouncil.gov,http://lmrcouncil.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
lmvsci.gov,http://lmvsci.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
loc.gov,http://loc.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
locatorplus.gov,http://locatorplus.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
locimages.gov,http://www.locimages.gov,True,True,http://www.loc.gov/,False,False,False,False,False,True,False,,,False,False,False,False
locstore.gov,http://www.locstore.gov,True,True,http://www.loc.gov/,False,False,False,False,False,True,False,,,False,False,False,False
loctps.gov,http://www.loctps.gov,True,True,http://www.loc.gov/teachers/tps/,False,False,False,False,False,True,False,,,False,False,False,False
longtermcare.gov,http://longtermcare.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False
lookstoogoodtobetrue.gov,http://www.lookstoogoodtobetrue.gov,True,True,http://www.lookstoogoodtobetrue.com/,False,False,False,False,False,False,False,,,False,False,False,False
lowermississippivalleyscience.gov,http://www.lowermississippivalleyscience.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
lps.gov,http://www.lps.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
lsc.gov,http://www.lsc.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False
macpac.gov,https://www.macpac.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
mail.gov,http://www.mail.gov,True,True,https://www.usps.com/,False,False,False,False,False,False,False,,,False,False,False,False
majorityleader.gov,http://www.majorityleader.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
majoritywhip.gov,http://www.majoritywhip.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
makinghomeaffordable.gov,http://www.makinghomeaffordable.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
malwareinvestigator.gov,http://malwareinvestigator.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
manufacturing.gov,http://manufacturing.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
